Student_ID,First_Name,Last_Name,Email,Gender,Age,Department,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Parent_Education_Level,Family_Income_Level,Stress_Level (1-10),Sleep_Hours_per_Night,Cluster_KMeans,Cluster_Agglomerative,Cluster_DBSCAN,PCA1,PCA2
S2551,Ahmed,Brown,student1551@university.com,Female,19,Mathematics,74.3,56.42,97.81,99.02,53.72,61.4,96.56,85.1785,B,14.2,Yes,No,High School,Low,5,8.5,1,1,-1,2.7216488265653904,-0.498252283455092
S2552,Omar,Johnson,student1552@university.com,Female,22,Engineering,70.35,55.86,61.14,67.38,78.04,87.69999999999999,77.0,69.06,D,25.1,Yes,No,Bachelor's,Low,6,4.3,3,3,-1,-0.5106784496317037,-0.5987309511301556
S2553,Maria,Brown,student1553@university.com,Female,23,Mathematics,82.53,60.15,84.42,91.82,95.99,37.8,59.34,73.19149999999999,C,13.8,No,No,Master's,Low,6,8.6,0,0,-1,0.376437054071943,-0.9418183875520042
S2554,Maria,Smith,student1554@university.com,Male,20,Business,67.81,90.6,55.44,62.82,95.71,90.2,76.34,73.856,C,10.5,Yes,No,PhD,High,8,6.5,3,0,-1,0.366194041597725,-0.856161719298973
S2555,Ahmed,Brown,student1555@university.com,Female,24,Business,98.19,41.64,70.53,53.81,50.54,3.7,85.35,62.794,D,13.4,No,No,Master's,High,1,4.3,2,3,-1,-1.7229974704915032,0.7490934442134025
S2556,Sara,Jones,student1556@university.com,Female,23,CS,96.81,53.81,73.15,51.59,55.37,11.3,88.49,66.7465,D,9.8,No,No,,High,5,4.6,2,3,-1,-0.9778748543229906,0.7550964408266135
S2557,John,Jones,student1557@university.com,Male,21,CS,92.4,94.3,59.75,80.31,79.15,41.2,76.19,73.961,C,8.2,Yes,No,Master's,Low,7,6.7,3,0,-1,0.39957342054960826,0.311229320286444
S2558,Omar,Brown,student1558@university.com,Female,22,Business,96.02,78.39,68.31,65.58,92.42,59.400000000000006,60.87,69.146,D,14.1,Yes,Yes,,Low,5,4.1,0,0,-1,-0.5482382765980254,0.1337988513722501
S2559,John,Jones,student1559@university.com,Male,23,Engineering,72.46,53.61,56.76,72.18,97.72,3.2,96.33,71.88949999999998,C,8.7,Yes,No,,High,8,8.6,3,2,-1,0.1282530760471051,-1.5402512051866326
S2560,John,Johnson,student1560@university.com,Female,19,Business,76.82,53.15,40.36,90.93,93.03,56.7,88.68,70.444,C,17.6,No,Yes,PhD,Medium,2,8.0,3,2,-1,-0.1658591751118963,-1.8867537716971279
S2561,Maria,Davis,student1561@university.com,Female,24,Mathematics,87.1,91.76,52.94,62.41,83.88,30.7,63.53,65.3425,D,5.9,No,Yes,PhD,Low,5,6.5,2,0,-1,-1.297626198641183,0.30468205333807735
S2562,Maria,Brown,student1562@university.com,Female,21,CS,84.81,93.63,82.0,65.43,60.03,88.69999999999999,90.59,81.974,B,15.8,No,No,Master's,Low,4,8.6,1,1,-1,1.9064144294826786,1.095415276602667
S2563,Sara,Johnson,student1563@university.com,Female,22,CS,94.53,55.37,86.26,92.27,53.63,53.3,67.39,71.95599999999999,C,29.0,Yes,Yes,Bachelor's,Medium,3,5.3,0,0,-1,0.07902278666635089,1.0272590304189473
S2564,John,Davis,student1564@university.com,Female,23,Business,85.82,65.23,56.81,74.64,52.38,58.8,65.62,63.047,D,14.0,No,No,Master's,High,2,8.3,2,0,-1,-1.6970251944892767,0.24434325227555567
S2565,John,Davis,student1565@university.com,Female,22,Engineering,99.89,90.08,64.48,91.38,80.6,94.6,93.15,84.074,B,8.4,Yes,Yes,PhD,Low,8,8.0,1,2,-1,2.3706201818475154,-0.537884483123413
S2566,Ahmed,Johnson,student1566@university.com,Male,22,Engineering,67.43,86.26,42.24,68.72,51.81,76.39999999999999,93.66,70.906,C,12.6,Yes,No,,Medium,4,6.9,3,2,-1,-0.2086389659553969,0.09052985904714449
S2567,Maria,Williams,student1567@university.com,Female,23,Mathematics,91.65,88.83,54.22,69.92,86.96,43.8,69.92,69.2295,D,24.8,No,No,,Medium,10,5.6,2,0,-1,-0.5548980436615228,1.0483115739490494
S2568,John,Brown,student1568@university.com,Female,18,CS,84.88,71.1,86.75,58.36,85.62,47.7,50.45,67.18849999999999,D,12.8,No,No,Bachelor's,High,10,6.8,0,0,-1,-0.902914505026198,0.330376311395063
S2569,Emma,Davis,student1569@university.com,Female,20,Business,84.57,94.69,76.36,95.82,53.98,64.80000000000001,59.33,74.1035,C,14.6,No,No,Master's,Medium,4,8.8,0,0,-1,0.441774366240595,1.0062407512100404
S2570,Sara,Davis,student1570@university.com,Male,21,Business,66.29,59.56,52.35,94.84,95.33,20.0,95.46,75.4185,C,24.7,Yes,Yes,Bachelor's,High,4,4.4,3,1,-1,0.8264126373420314,-1.0966180666520222
S2571,Liam,Jones,student1571@university.com,Male,21,CS,89.28,49.4,55.45,99.21,76.1,8.9,94.94,72.691,C,11.5,Yes,No,Bachelor's,Medium,9,5.0,3,2,-1,0.3087820482717968,-1.173564358366659
S2572,Emma,Davis,student1572@university.com,Male,24,Business,95.02,82.52,89.01,70.12,95.22,31.1,72.67,78.0265,C,17.0,No,No,Master's,Low,7,7.2,1,1,-1,1.2035033959964814,0.7443158076841031
S2573,Emma,Johnson,student1573@university.com,Female,24,CS,60.93,72.36,52.55,90.93,95.08,77.8,65.21,70.592,C,6.6,Yes,Yes,High School,High,10,7.4,3,3,-1,-0.14821074301732254,-2.209791080685498
S2574,Liam,Davis,student1574@university.com,Female,24,Engineering,81.27,91.28,60.05,70.75,59.85,25.7,65.14,66.129,D,9.4,Yes,Yes,Master's,High,3,4.8,2,0,-1,-1.129573587991084,1.014961926158562
S2575,Omar,Williams,student1575@university.com,Male,21,Engineering,69.61,44.87,79.86,72.71,69.03,13.1,94.86,73.618,C,10.2,No,No,Bachelor's,Medium,5,8.0,3,2,-1,0.475911215707266,-0.8310328654106683
S2576,Omar,Brown,student1576@university.com,Male,22,Business,99.48,90.62,73.67,91.5,56.73,21.9,66.24,72.3755,C,16.6,No,No,High School,Low,4,8.6,0,0,-1,0.10199037704593918,1.676401773608674
S2577,Sara,Brown,student1577@university.com,Male,24,Engineering,73.94,57.6,67.65,58.87,88.75,67.9,75.58,69.327,D,25.5,Yes,No,Bachelor's,Medium,1,4.4,3,3,-1,-0.46936411915010723,-0.2748570591521864
S2578,Emma,Davis,student1578@university.com,Female,23,Engineering,61.42,79.29,93.98,61.02,75.21,61.4,86.55,81.0975,B,13.9,No,No,Bachelor's,Medium,4,8.9,1,1,-1,1.820949628471118,0.15807178846777234
S2579,John,Smith,student1579@university.com,Male,20,Mathematics,69.09,42.41,53.18,65.74,96.44,68.8,60.47,60.74249999999999,D,14.5,Yes,Yes,Bachelor's,Medium,7,5.4,2,3,-1,-2.0725596898422536,-1.9898395391662775
S2580,Maria,Smith,student1580@university.com,Female,19,CS,82.69,76.57,84.49,89.41,60.41,32.2,62.69,72.47749999999999,C,12.5,No,No,,Low,5,5.5,0,0,-1,0.18033496052992992,0.6037242192237395
S2581,Sara,Johnson,student1581@university.com,Female,21,CS,53.8,83.04,49.54,68.63,84.42,90.1,67.9,68.4525,D,13.0,No,No,Master's,Low,6,4.2,3,0,-1,-0.6488950866919856,-1.0605446425553398
S2582,Ahmed,Smith,student1582@university.com,Female,23,Business,80.18,62.13,76.94,67.91,99.46,45.2,82.71,75.75999999999999,C,15.1,No,No,PhD,Medium,6,6.5,1,1,-1,0.8199459911064291,-0.788612252395836
S2583,Liam,Johnson,student1583@university.com,Male,20,CS,96.56,52.92,92.24,99.94,83.27,51.4,90.87,84.14699999999999,B,27.5,No,No,,High,7,8.8,1,1,-1,2.496965107616973,-0.12487079489450063
S2584,Emma,Jones,student1584@university.com,Female,20,Mathematics,92.52,72.26,67.47,69.19,53.44,94.9,77.34,71.37599999999999,C,5.6,Yes,Yes,Master's,High,1,4.8,3,1,-1,-0.11154812417125881,-0.14138334416457643
S2585,Sara,Johnson,student1585@university.com,Male,18,Business,53.38,89.99,83.46,62.39,79.42,97.9,56.65,73.554,C,20.6,No,Yes,,High,6,6.9,0,0,-1,0.3101506510458024,0.2893487902150818
S2586,Ali,Smith,student1586@university.com,Male,23,Business,99.67,59.41,89.22,81.16,58.99,66.2,72.31,74.2925,C,27.2,No,No,Master's,High,9,5.4,0,0,-1,0.4942842776929334,1.094796547443933
S2587,Ali,Davis,student1587@university.com,Male,21,CS,84.94,55.15,48.16,90.09,51.53,94.5,56.38,60.618,D,15.4,Yes,No,High School,Medium,10,4.1,2,0,-1,-2.1363132816243757,-0.7331465120986543
S2588,Omar,Jones,student1588@university.com,Male,24,Engineering,58.11,56.74,82.35,53.48,66.75,54.2,54.41,62.82849999999999,D,21.3,No,No,PhD,Medium,5,8.9,2,0,-1,-1.717944570063757,0.29421769649328344
S2589,Liam,Smith,student1589@university.com,Female,22,Engineering,50.62,96.95,95.19,80.94,63.31,30.7,79.48,82.191,B,19.6,Yes,Yes,High School,Low,7,7.6,1,1,-1,2.052938856183355,1.2062177545349047
S2590,Maria,Johnson,student1590@university.com,Female,24,Engineering,58.56,61.56,74.58,51.79,89.44,31.5,97.81,75.5095,C,13.5,Yes,No,High School,High,3,7.7,1,2,-1,0.7732915637312666,-0.7243966696041855
S2591,John,Williams,student1591@university.com,Female,20,Engineering,91.91,40.22,51.17,76.32,68.68,55.9,91.88,67.5005,D,8.4,No,No,Master's,Medium,4,7.3,3,0,-1,-0.759218658790277,-1.499039262504256
S2592,Maria,Brown,student1592@university.com,Female,20,Mathematics,51.08,86.9,47.62,62.85,86.65,60.5,88.72,72.67349999999999,C,10.5,Yes,Yes,Bachelor's,High,4,4.7,3,2,-1,0.17656795782783288,-0.9242574083274714
S2593,Maria,Smith,student1593@university.com,Male,19,Business,61.66,81.96,55.58,65.33,50.81,44.0,86.35,69.17450000000001,D,6.4,Yes,Yes,Bachelor's,High,6,5.0,3,0,-1,-0.5070113521403083,0.10119624602903055
S2594,Maria,Johnson,student1594@university.com,Male,24,Engineering,87.87,47.71,46.21,73.35,50.74,88.4,94.86,67.6635,D,24.1,No,No,Bachelor's,Medium,3,5.9,3,3,-1,-0.7944422954491246,-0.24757852110736048
S2595,Liam,Jones,student1595@university.com,Male,18,Mathematics,79.31,99.09,70.8,96.36,51.47,42.7,87.64,80.5915,B,18.3,No,Yes,Bachelor's,Medium,3,9.0,1,1,-1,1.7094205354933498,1.322430835922877
S2596,Maria,Smith,student1596@university.com,Male,20,Business,89.14,76.48,44.18,85.53,60.97,27.3,81.34,67.2105,D,24.6,Yes,No,PhD,Medium,10,7.4,3,1,-1,-0.8911222321256532,0.9638920303278988
S2597,Ahmed,Smith,student1597@university.com,Female,20,CS,87.31,70.05,53.4,96.84,68.7,0.8,68.23,65.7625,D,12.3,Yes,Yes,High School,High,5,6.2,2,0,-1,-1.09469706122759,0.007397040518325123
S2598,Liam,Brown,student1598@university.com,Male,22,CS,52.53,62.93,66.39,83.0,80.39,97.1,55.05,67.896,D,25.1,Yes,No,,Low,2,6.4,0,0,-1,-0.6968814466156439,-0.9858884703075058
S2599,Ahmed,Johnson,student1599@university.com,Female,22,Mathematics,94.63,93.92,68.43,50.36,99.3,82.4,73.05,74.7145,C,12.7,No,Yes,PhD,High,1,8.6,1,0,-1,0.4664278781003011,0.3326842410763525
S2600,Liam,Williams,student1600@university.com,Male,19,Business,61.35,54.64,73.92,63.28,67.72,61.6,96.24,74.892,C,8.0,Yes,Yes,Master's,Medium,2,5.0,3,2,-1,0.670786398396283,-1.1769404015524363
S2601,Omar,Jones,student1601@university.com,Male,23,Engineering,77.67,57.15,82.34,95.29,52.78,83.10000000000001,79.16,76.632,C,18.3,No,No,PhD,High,9,5.6,1,1,-1,1.017688256641249,-0.37156531363849055
S2602,Sara,Johnson,student1602@university.com,Male,19,Business,82.21,47.34,42.83,82.17,59.75,81.0,59.23,57.928,F,28.6,No,Yes,PhD,Low,3,5.9,2,0,-1,-2.665646975190665,-0.2633307994087066
S2603,Ali,Jones,student1603@university.com,Male,19,Engineering,58.43,85.55,44.84,99.08,94.89,93.2,82.45,77.7885,C,15.4,Yes,Yes,Master's,Medium,3,8.5,3,2,-1,1.2240312737140253,-1.8012217690019479
S2604,Maria,Smith,student1604@university.com,Female,22,Mathematics,98.81,75.73,43.65,57.8,84.97,38.6,73.27,63.35,D,17.9,No,Yes,,Medium,1,7.9,2,0,-1,-1.6996721529233925,0.5280915402236066
S2605,Omar,Brown,student1605@university.com,Female,24,Engineering,74.41,76.54,65.39,64.84,89.51,55.5,96.57,78.2515,C,16.3,Yes,No,High School,High,2,7.0,1,2,-1,1.2596272788406417,-0.34916123987301206
S2606,Sara,Brown,student1606@university.com,Female,24,Mathematics,52.88,53.11,42.51,68.12,56.21,9.9,58.05,52.343,F,16.4,Yes,Yes,PhD,Medium,6,5.6,2,3,-1,-3.7045827279278836,-0.26677021341533413
S2607,Ali,Davis,student1607@university.com,Female,24,Business,96.86,79.07,84.76,66.33,56.75,96.5,85.6,79.17999999999999,C,10.4,No,No,Master's,Low,2,5.0,1,1,-1,1.382066077885934,0.5744821066352579
S2608,Emma,Williams,student1608@university.com,Male,23,Business,79.31,85.93,53.38,62.6,55.61,98.5,84.08,71.3345,C,15.6,Yes,Yes,Master's,Medium,10,5.7,3,1,-1,-0.16492375446455187,0.47555792697729504
S2609,John,Brown,student1609@university.com,Male,22,Engineering,84.96,61.47,96.35,72.17,92.86,78.89999999999999,99.18,87.1185,B,17.4,No,No,,High,10,8.6,1,1,-1,3.022159192617401,-0.6974997881938522
S2610,Ahmed,Smith,student1610@university.com,Female,18,Business,76.26,88.08,69.18,82.11,60.5,45.4,78.25,74.61850000000001,C,23.6,No,Yes,PhD,Medium,8,8.6,3,1,-1,0.5386479048424917,1.2501050501292972
S2611,Emma,Williams,student1611@university.com,Female,21,Engineering,91.74,60.93,66.78,65.56,82.16,49.7,93.58,74.4435,C,8.5,Yes,Yes,Master's,High,6,6.1,3,2,-1,0.539452497841713,-0.7143207082514602
S2612,Liam,Johnson,student1612@university.com,Male,21,Business,51.66,85.49,86.83,53.98,75.81,43.5,51.24,67.756,D,19.3,Yes,No,,Medium,2,5.6,0,0,-1,-0.7982114924520992,0.9401505167258931
S2613,Ali,Brown,student1613@university.com,Male,18,CS,63.42,42.02,82.79,85.43,77.22,29.3,56.14,65.84400000000001,D,21.6,No,Yes,,Medium,10,8.4,0,0,-1,-1.018044065350172,-0.7296719233672188
S2614,Emma,Williams,student1614@university.com,Female,24,Engineering,73.48,73.07,76.44,72.95,59.77,52.8,67.3,69.82,D,14.6,No,No,Master's,High,6,6.2,0,0,-1,-0.3674404634786574,0.4211133109875313
S2615,John,Smith,student1615@university.com,Female,21,Mathematics,53.83,98.17,96.11,77.82,81.76,5.300000000000001,80.97,83.158,B,18.7,Yes,No,Master's,Low,2,4.2,1,1,-1,2.251079328324145,1.080146274667334
S2616,Omar,Davis,student1616@university.com,Female,23,CS,85.3,98.87,65.34,72.77,52.16,99.2,72.45,73.992,C,22.8,No,No,PhD,High,1,5.7,0,1,-1,0.32741687532788666,1.5762297268765038
S2617,Ali,Jones,student1617@university.com,Male,22,Mathematics,69.68,56.91,88.51,94.52,99.67,42.400000000000006,60.13,74.96799999999999,C,16.6,No,Yes,PhD,Low,5,7.0,0,0,-1,0.7519178835498257,-1.29612181061221
S2618,Emma,Jones,student1618@university.com,Female,21,Business,63.63,66.48,62.81,77.94,51.34,92.7,79.46,70.9725,C,13.3,No,No,High School,High,5,8.7,3,2,-1,-0.12833204365460987,-0.6076076691450223
S2619,Ahmed,Smith,student1619@university.com,Female,23,CS,50.17,43.78,90.3,96.16,52.51,72.4,78.33,75.93599999999999,C,25.6,Yes,No,Master's,Medium,8,6.1,0,1,-1,0.9519130009889252,-0.7229802128988866
S2620,Ahmed,Smith,student1620@university.com,Female,22,Business,85.99,92.4,55.57,75.53,66.23,29.0,76.22,70.021,C,29.7,No,No,Bachelor's,Low,4,5.2,3,1,-1,-0.3983670823813459,1.9493339376463408
S2621,Sara,Jones,student1621@university.com,Female,23,Engineering,91.69,74.11,57.36,64.63,91.58,22.200000000000003,54.53,61.77799999999999,D,10.4,Yes,Yes,Bachelor's,High,2,5.9,2,0,-1,-1.951555826834786,0.019697378369448484
S2622,Emma,Davis,student1622@university.com,Female,18,Mathematics,69.75,63.11,80.67,67.77,62.86,99.6,96.35,79.9705,C,27.2,Yes,Yes,High School,High,7,4.3,1,1,-1,1.5922966650191874,0.16584202542059265
S2623,Maria,Williams,student1623@university.com,Male,19,Business,78.21,46.77,52.76,76.11,73.6,77.2,79.61,66.725,D,18.6,Yes,Yes,Master's,High,3,8.5,3,2,-1,-0.9283857424230584,-1.1967232569030988
S2624,Emma,Jones,student1624@university.com,Female,18,Mathematics,61.38,96.81,53.75,76.5,50.9,25.0,63.2,64.73400000000001,D,16.2,No,No,,High,3,4.2,2,0,-1,-1.3889885716501058,1.291789676133558
S2625,Omar,Smith,student1625@university.com,Male,21,Mathematics,81.11,71.81,58.32,84.37,53.94,6.7,84.37,69.047,D,27.3,No,No,Bachelor's,Low,8,4.0,3,3,-1,-0.505839373432682,1.3996879940310012
S2626,Ali,Brown,student1626@university.com,Female,22,Business,50.61,56.98,80.74,61.22,80.4,69.7,65.9,69.21,D,27.8,No,Yes,PhD,Low,3,7.1,0,0,-1,-0.4562906134514548,-0.23701259835996663
S2627,Ali,Johnson,student1627@university.com,Female,23,Engineering,74.43,61.01,93.36,82.94,59.72,30.3,75.29,75.0065,C,11.8,Yes,Yes,Bachelor's,Low,2,4.8,0,1,-1,0.7123735851025953,0.06829955178299557
S2628,Omar,Davis,student1628@university.com,Female,21,Mathematics,82.21,56.24,80.47,88.93,84.71,22.1,67.06,71.587,C,14.0,No,Yes,Master's,Low,10,5.5,0,0,-1,0.0673586280095794,-0.6300472158327868
S2629,Emma,Davis,student1629@university.com,Male,21,Business,95.91,76.11,89.67,83.83,89.27,73.5,94.02,87.2165,B,26.3,Yes,No,Bachelor's,High,9,6.5,1,1,-1,3.0022075833528348,0.4329235004179573
S2630,Omar,Brown,student1630@university.com,Male,19,Engineering,69.07,95.8,72.61,74.09,92.52,67.9,99.7,86.19300000000001,B,17.3,No,Yes,High School,Low,8,8.0,1,1,-1,2.788305097356489,-0.07262934037855842
S2631,John,Brown,student1631@university.com,Male,24,Business,88.26,91.4,44.14,99.58,56.69,48.1,58.06,65.174,D,12.2,No,Yes,PhD,Low,2,5.9,2,0,-1,-1.2866061257624823,0.4646521725049368
S2632,Liam,Smith,student1632@university.com,Female,21,Engineering,79.88,67.62,46.03,70.24,72.78,94.3,51.18,59.5335,F,29.1,Yes,Yes,High School,Medium,8,8.8,2,0,-1,-2.42091444477422,0.2241560717775477
S2633,Omar,Jones,student1633@university.com,Female,19,Mathematics,96.35,89.59,73.26,55.33,97.35,68.0,60.97,71.479,C,10.4,No,Yes,,Medium,5,6.3,0,1,-1,-0.1361103719173112,0.3259807375650863
S2634,Ahmed,Williams,student1634@university.com,Male,22,CS,69.92,65.39,59.67,91.08,88.6,89.3,79.5,75.56299999999999,C,20.3,Yes,No,,Low,10,8.6,3,2,-1,0.798349298735233,-1.3813029716093648
S2635,Omar,Davis,student1635@university.com,Male,22,Business,65.95,55.14,53.23,60.61,55.85,19.1,58.7,54.81999999999999,F,15.7,No,Yes,,Medium,10,6.3,2,3,-1,-3.2617374866891056,0.20741798734624797
S2636,Ali,Davis,student1636@university.com,Female,23,Mathematics,94.36,99.0,67.98,85.66,75.13,29.700000000000003,90.57,80.86299999999999,B,16.3,Yes,Yes,,Medium,4,6.6,1,1,-1,1.7384163478428676,1.1402257692514637
S2637,Ahmed,Brown,student1637@university.com,Male,24,Business,52.46,58.23,79.99,58.95,96.12,10.5,70.43,68.8405,D,7.6,No,Yes,Master's,Medium,10,8.8,0,0,-1,-0.472450577149628,-1.1810244609581877
S2638,Ali,Jones,student1638@university.com,Female,19,Business,56.82,59.42,63.1,50.84,72.0,30.5,80.53,65.19800000000001,D,11.4,No,Yes,Master's,Medium,5,7.4,2,2,-1,-1.2421197532401773,-0.4821285157207081
S2639,Sara,Davis,student1639@university.com,Male,18,Engineering,54.12,99.38,88.15,57.99,91.87,97.2,72.78,81.524,B,9.2,Yes,No,Master's,High,10,4.7,1,0,-1,1.85783330592609,-0.36334178324903493
S2640,Maria,Williams,student1640@university.com,Male,22,Business,92.16,48.04,84.31,68.85,74.79,96.3,95.17,79.45599999999999,C,23.7,No,Yes,High School,Medium,5,7.0,1,1,-1,1.5099149612416802,-0.3679844873901907
S2641,Ali,Brown,student1641@university.com,Male,24,Engineering,50.53,85.63,84.09,55.33,55.34,76.0,51.76,67.0285,D,22.4,Yes,No,High School,High,1,5.1,0,0,-1,-0.9678134694578275,1.2670727903602133
S2642,Ahmed,Williams,student1642@university.com,Female,23,Mathematics,93.08,96.15,99.11,59.88,57.39,52.1,86.47,82.46700000000001,B,24.9,No,No,Bachelor's,High,5,5.5,1,1,-1,1.9814240966057886,2.7025091522672304
S2643,Sara,Jones,student1643@university.com,Female,18,Business,72.56,70.71,57.71,88.23,52.33,78.1,82.61,72.18950000000001,C,22.5,Yes,No,PhD,Medium,7,8.2,3,2,-1,0.10114835517385358,0.11587448020715092
S2644,Ali,Davis,student1644@university.com,Male,22,Mathematics,50.2,40.15,78.68,88.49,59.77,55.3,82.48,72.452,C,8.2,No,No,High School,High,8,7.4,3,2,-1,0.29811388641531666,-1.9371600662899846
S2645,John,Johnson,student1645@university.com,Female,22,CS,70.08,62.5,91.33,90.87,94.68,0.4,70.7,76.536,C,29.5,No,Yes,Bachelor's,High,8,5.4,0,0,-1,1.0371827035834251,0.3052506545858518
S2646,Omar,Davis,student1646@university.com,Female,23,Mathematics,59.34,46.69,74.77,92.06,82.51,50.2,50.78,65.5,D,9.7,No,No,,High,2,4.0,0,3,-1,-1.0687114511214781,-1.9375758917643369
S2647,Maria,Jones,student1647@university.com,Female,23,Business,81.22,64.97,87.37,71.02,86.94,59.900000000000006,84.46,79.268,C,13.8,No,No,,High,10,6.7,1,1,-1,1.4941708235698834,-0.5045626006220788
S2648,Ali,Davis,student1648@university.com,Female,20,CS,83.97,87.4,64.87,93.38,81.08,26.6,91.47,80.2135,B,22.7,No,No,High School,Medium,1,5.3,1,1,-1,1.6645899243875535,0.6038770708121963
S2649,Sara,Davis,student1649@university.com,Male,21,Engineering,74.38,66.32,75.43,76.3,69.33,20.3,54.26,64.4765,D,8.5,No,Yes,Master's,Medium,4,4.1,2,0,-1,-1.3592968610410705,-0.07371828659708236
S2650,John,Smith,student1650@university.com,Female,21,CS,52.03,65.92,43.34,73.53,60.84,27.4,72.08,60.8305,D,9.3,Yes,No,Bachelor's,High,3,4.3,2,3,-1,-2.0609986160851723,-0.7784567695049623
S2651,Emma,Davis,student1651@university.com,Female,18,Business,82.81,73.41,99.15,85.93,96.28,62.400000000000006,58.13,78.87549999999999,C,26.9,No,No,PhD,Medium,8,7.4,0,0,-1,1.415276795179313,0.3385637351155108
S2652,Sara,Davis,student1652@university.com,Male,21,Business,92.1,74.9,88.0,60.69,75.74,14.6,80.55,74.80749999999999,C,13.3,No,Yes,Bachelor's,Low,6,6.1,1,1,-1,0.5805562226796126,1.0401924096874327
S2653,Omar,Williams,student1653@university.com,Female,18,Mathematics,86.02,91.38,92.13,89.47,74.05,72.0,89.28,87.949,B,21.6,No,Yes,Master's,Low,5,5.3,1,1,-1,3.136796645264068,0.8497516411898888
S2654,Sara,Johnson,student1654@university.com,Female,24,Engineering,91.5,58.5,81.66,71.47,99.81,42.3,83.34,77.0085,C,26.5,Yes,No,Master's,Medium,9,8.4,1,1,-1,1.0494178788824142,0.012582537655953404
S2655,John,Williams,student1655@university.com,Female,22,Business,60.03,89.3,51.16,56.36,69.2,35.3,65.9,63.094,D,29.3,No,No,High School,Low,6,8.1,2,0,-1,-1.7478366571728103,1.53546768785762
S2656,Sara,Williams,student1656@university.com,Male,20,Business,94.44,73.96,41.86,55.97,92.71,80.7,56.99,60.3575,D,10.3,Yes,Yes,Master's,Medium,6,6.3,2,3,-1,-2.283564918792712,-0.625072910828291
S2657,John,Brown,student1657@university.com,Male,20,Engineering,66.11,58.03,91.88,58.25,93.12,50.6,89.71,79.167,C,8.1,Yes,Yes,Master's,High,1,5.4,1,1,-1,1.5028827013876938,-1.1863354738701204
S2658,Ali,Smith,student1658@university.com,Female,22,Engineering,50.67,57.71,63.78,94.53,61.63,37.8,66.2,66.694,D,23.5,Yes,Yes,PhD,Medium,9,6.5,0,3,-1,-0.8706898775671698,-0.47512191252825176
S2659,Liam,Williams,student1659@university.com,Female,23,Mathematics,92.17,61.67,55.83,99.55,54.74,87.8,51.11,63.33749999999999,D,9.7,Yes,No,Master's,High,2,7.8,2,0,-1,-1.5958785148460424,-0.789184560119812
S2660,John,Jones,student1660@university.com,Male,19,CS,97.09,77.36,73.7,67.85,98.78,36.8,78.57,75.49549999999999,C,19.5,Yes,No,,Low,1,4.1,1,1,-1,0.7047098532216383,0.4242413614858118
S2661,John,Jones,student1661@university.com,Male,19,Engineering,82.78,53.85,65.25,64.61,71.29,85.9,62.33,64.2045,D,18.3,No,No,Master's,High,7,7.1,2,3,-1,-1.4692955747239715,-0.42866190189059167
S2662,Maria,Davis,student1662@university.com,Male,21,Business,61.57,95.22,79.1,60.94,50.11,50.4,92.06,78.348,C,19.0,No,Yes,,High,5,7.6,1,2,-1,1.2282804416876962,1.6001632354863449
S2663,John,Brown,student1663@university.com,Female,23,Engineering,62.59,74.49,69.03,91.19,74.95,20.8,57.16,67.7925,D,21.2,Yes,No,PhD,Low,6,8.1,0,0,-1,-0.6996825689275371,0.1875328071313118
S2664,John,Smith,student1664@university.com,Female,18,Business,73.33,95.2,81.83,60.46,80.97,61.3,71.74,76.4905,C,26.3,No,No,High School,Medium,4,5.1,0,0,-1,0.8480750623346786,1.4790834345239452
S2665,Emma,Smith,student1665@university.com,Male,24,Mathematics,94.89,42.78,91.21,96.2,88.8,28.5,62.66,72.7525,C,11.8,No,No,,Medium,8,5.0,0,0,-1,0.32783871562534017,-1.1256329592943
S2666,Liam,Davis,student1666@university.com,Female,20,CS,57.48,60.56,51.73,83.37,97.15,14.7,84.48,70.316,C,18.9,No,No,High School,Medium,7,5.1,3,1,-1,-0.17129899028393225,-1.3008552911410056
S2667,Ali,Jones,student1667@university.com,Female,21,Mathematics,91.3,41.37,59.77,94.86,95.76,8.7,77.43,68.617,D,13.4,No,Yes,High School,Medium,1,8.7,3,0,-1,-0.4713016322783901,-1.5822233499595562
S2668,Omar,Johnson,student1668@university.com,Female,22,Engineering,64.57,56.34,66.21,77.7,97.01,24.2,89.55,74.4345,C,13.0,No,Yes,,High,6,4.7,3,2,-1,0.6275542182882633,-1.4982383456126551
S2669,Maria,Brown,student1669@university.com,Female,23,Business,90.43,91.72,97.72,84.53,51.61,73.7,72.93,81.5925,B,5.5,Yes,Yes,Bachelor's,High,3,7.8,1,1,-1,1.8911011938513709,0.8415252284940009
S2670,Emma,Davis,student1670@university.com,Female,20,Engineering,96.01,42.2,61.92,80.97,85.59,83.80000000000001,50.24,61.7765,D,20.0,Yes,No,Master's,Low,8,8.9,2,3,-1,-1.8959743497601083,-1.1100679446306319
S2671,Ahmed,Brown,student1671@university.com,Female,18,Engineering,71.37,66.17,62.87,91.56,61.29,86.19999999999999,60.76,68.044,D,29.3,Yes,No,PhD,Low,6,8.7,0,0,-1,-0.6963645256245681,0.1521799150359879
